ts,machine_id,blender_id,melt_temp_c,melt_pressure_bar,melt_pressure_std,extruder_amps,cycle_time_s,blow_pressure_bar,mold_cool_temp_c,bottle_weight_g,bottle_weight_std_g,wall_thickness_mm,ambient_humidity_pct
2026-06-01 16:00:00,BM-09,BL-2,204.9,212.9,3.19,98.8,21.35,9.26,13.4,164.83,1.708,1.01,51.5
2026-06-01 16:00:00,BM-12,BL-1,205.9,210.2,3.04,101.9,33.27,9.82,13.1,164.39,2.23,1.028,40.5
2026-06-01 17:00:00,BM-04,BL-1,206.1,215.3,3.5,102.9,12.89,9.17,14.0,48.0,0.404,0.98,48.7
2026-06-01 17:00:00,BM-07,BL-2,206.4,212.3,3.94,112.4,12.61,9.61,14.2,48.0,0.703,1.041,51.2
2026-06-01 17:00:00,BM-09,BL-2,207.8,213.6,2.24,105.6,21.26,9.3,14.1,165.46,2.306,1.022,46.3
2026-06-01 17:00:00,BM-12,BL-1,207.9,216.0,3.23,102.7,32.51,9.79,13.7,165.02,2.29,1.042,47.8
2026-06-01 18:00:00,BM-04,BL-1,202.6,213.4,4.36,101.2,12.92,9.43,14.5,48.07,0.93,1.003,48.6
2026-06-01 18:00:00,BM-07,BL-2,202.9,209.4,2.37,108.3,12.37,9.78,13.1,48.05,1.017,1.047,46.2
2026-06-01 18:00:00,BM-09,BL-2,206.6,213.1,2.41,104.1,22.31,9.35,14.5,165.2,1.417,1.016,53.8
2026-06-01 18:00:00,BM-12,BL-1,207.0,213.7,3.85,100.4,32.57,9.21,13.8,165.24,2.606,1.022,49.4
2026-06-01 19:00:00,BM-04,BL-1,207.2,211.9,3.8,108.0,12.79,9.69,13.3,48.1,0.687,1.032,49.0
2026-06-01 19:00:00,BM-07,BL-2,207.5,211.6,3.47,102.1,12.5,9.82,14.2,48.05,0.571,1.03,46.2
2026-06-01 19:00:00,BM-09,BL-2,205.7,211.9,3.21,99.2,21.68,9.22,14.9,165.22,2.115,1.021,50.3
2026-06-01 19:00:00,BM-12,BL-1,203.0,208.9,3.13,105.4,32.96,9.1,14.6,165.52,2.383,1.046,46.0
2026-06-01 20:00:00,BM-04,BL-1,206.3,210.4,3.31,102.1,12.79,9.98,14.6,48.03,0.698,1.028,43.4
2026-06-01 20:00:00,BM-07,BL-2,205.9,210.5,2.49,103.4,12.79,9.62,14.3,48.1,0.475,1.039,43.0
2026-06-01 20:00:00,BM-09,BL-2,206.1,212.2,2.45,100.4,22.13,9.65,14.5,164.94,3.159,1.054,52.4
2026-06-01 20:00:00,BM-12,BL-1,206.2,212.7,3.16,105.7,32.85,9.1,14.4,164.8,1.536,1.027,60.3
2026-06-01 21:00:00,BM-04,BL-1,205.1,211.9,3.39,102.4,12.65,9.49,14.8,48.2,0.573,1.024,58.8
2026-06-01 21:00:00,BM-07,BL-2,205.7,211.2,4.7,106.9,13.22,10.23,13.2,47.96,0.638,0.985,56.7
2026-06-01 21:00:00,BM-09,BL-2,205.1,213.6,2.21,101.7,22.1,9.33,13.7,165.48,2.864,1.019,36.9
2026-06-01 21:00:00,BM-12,BL-1,206.3,214.4,2.78,101.3,32.32,9.82,14.0,165.11,2.344,1.027,60.1
2026-06-01 22:00:00,BM-04,BL-1,205.1,210.1,3.94,103.6,12.69,9.45,13.2,48.06,0.825,1.044,46.4
2026-06-01 22:00:00,BM-07,BL-2,207.0,212.5,2.39,103.2,12.69,9.06,14.9,47.85,0.96,1.018,45.6
2026-06-01 22:00:00,BM-09,BL-2,207.1,212.1,4.06,105.0,22.09,9.43,15.1,165.08,2.897,1.034,42.6
2026-06-01 22:00:00,BM-12,BL-1,205.0,212.0,3.44,104.0,31.69,9.17,13.0,164.86,2.631,1.017,48.8
2026-06-01 23:00:00,BM-04,BL-1,205.7,213.1,3.54,105.8,12.59,9.29,14.0,47.81,0.524,1.059,44.2
2026-06-01 23:00:00,BM-07,BL-2,205.8,212.3,2.93,111.9,12.97,9.91,14.4,47.9,0.759,0.996,47.5
2026-06-01 23:00:00,BM-09,BL-2,202.1,209.4,3.97,100.3,21.35,9.48,13.5,164.74,2.129,1.017,43.6
2026-06-01 23:00:00,BM-12,BL-1,203.8,213.0,3.06,105.4,32.55,9.7,13.9,164.94,2.77,1.017,48.5
2026-06-02 00:00:00,BM-04,BL-1,203.8,210.3,3.66,106.1,12.87,9.78,14.5,48.04,0.786,1.026,47.4
2026-06-02 00:00:00,BM-07,BL-2,207.1,212.5,3.58,112.5,13.04,9.39,14.0,48.03,0.756,1.005,45.3
2026-06-02 00:00:00,BM-09,BL-2,204.3,215.1,2.8,105.9,21.07,10.34,13.8,164.84,1.689,1.005,38.0
2026-06-02 00:00:00,BM-12,BL-1,206.3,210.5,3.98,103.3,33.22,9.35,13.9,164.91,2.162,1.016,40.4
2026-06-02 01:00:00,BM-04,BL-1,205.6,208.4,2.93,107.5,12.84,9.78,14.3,48.07,0.764,1.032,53.6
2026-06-02 01:00:00,BM-07,BL-2,206.1,211.1,2.39,101.3,12.62,9.64,14.0,48.04,0.799,1.042,36.7
2026-06-02 01:00:00,BM-09,BL-2,205.6,208.3,2.63,104.1,21.67,10.03,13.7,165.45,3.378,0.996,45.1
2026-06-02 01:00:00,BM-12,BL-1,207.3,211.3,3.63,106.5,32.04,9.49,13.8,164.51,2.39,0.987,43.5
2026-06-02 02:00:00,BM-04,BL-1,204.7,212.6,3.79,105.2,12.83,9.58,13.8,47.75,0.6,1.023,44.8
2026-06-02 02:00:00,BM-07,BL-2,204.6,214.3,2.76,106.9,12.78,9.87,14.0,47.99,0.746,1.051,46.7
2026-06-02 02:00:00,BM-09,BL-2,204.5,211.5,3.71,110.4,21.4,9.45,13.5,165.08,2.591,0.997,56.6
2026-06-02 02:00:00,BM-12,BL-1,205.4,213.2,3.12,104.9,32.67,10.06,14.1,164.89,2.391,0.992,34.0
2026-06-02 03:00:00,BM-04,BL-1,204.9,217.5,3.72,103.0,12.51,9.53,12.9,47.92,0.805,1.005,41.1
2026-06-02 03:00:00,BM-07,BL-2,205.0,211.2,3.44,98.9,13.28,9.17,14.3,47.88,0.823,0.996,58.0
2026-06-02 03:00:00,BM-09,BL-2,205.5,213.1,3.21,105.2,21.26,9.16,14.2,164.66,2.232,0.996,40.2
2026-06-02 03:00:00,BM-12,BL-1,205.4,211.0,4.04,101.1,32.76,9.38,13.8,165.11,3.087,1.005,43.6
2026-06-02 04:00:00,BM-04,BL-1,203.2,209.2,1.8,109.4,12.51,9.31,14.2,47.9,0.81,0.988,51.9
2026-06-02 04:00:00,BM-07,BL-2,206.0,209.0,3.06,100.9,12.59,9.05,14.8,47.84,1.072,0.988,62.5
2026-06-02 04:00:00,BM-09,BL-2,204.3,209.4,1.86,105.2,21.91,9.6,13.8,164.92,2.318,1.007,41.4
2026-06-02 04:00:00,BM-12,BL-1,206.0,212.0,3.73,100.8,32.23,9.73,14.2,165.26,1.771,0.991,54.6
2026-06-02 05:00:00,BM-04,BL-1,205.6,212.4,3.92,103.1,12.89,9.25,14.4,48.05,0.73,1.05,55.4
2026-06-02 05:00:00,BM-07,BL-2,204.9,214.6,2.02,103.8,13.47,9.38,14.0,47.99,0.714,1.005,36.0
2026-06-02 05:00:00,BM-09,BL-2,203.9,214.0,2.82,102.6,22.04,9.43,13.5,164.73,3.123,1.047,42.0
2026-06-02 05:00:00,BM-12,BL-1,203.4,210.8,2.58,102.0,33.84,9.59,14.2,164.48,2.584,1.025,46.5
2026-06-02 06:00:00,BM-04,BL-1,206.1,213.6,3.4,102.1,12.65,9.16,14.3,47.98,0.669,0.993,55.2
2026-06-02 06:00:00,BM-07,BL-2,203.6,212.6,2.58,107.0,12.68,9.43,13.6,47.97,0.621,1.032,40.5
2026-06-02 06:00:00,BM-09,BL-2,205.4,213.8,3.36,105.4,21.68,9.25,14.7,165.74,3.183,1.014,50.2
2026-06-02 06:00:00,BM-12,BL-1,205.4,213.4,4.23,103.0,33.36,9.5,14.1,165.06,2.419,1.05,50.2
2026-06-02 07:00:00,BM-04,BL-1,203.0,208.9,2.67,104.6,12.81,9.13,13.7,47.91,0.627,1.033,51.5
2026-06-02 07:00:00,BM-07,BL-2,205.9,210.6,3.3,104.3,12.81,9.45,14.0,48.21,0.717,1.006,39.3
2026-06-02 07:00:00,BM-09,BL-2,203.6,211.7,3.1,103.7,22.21,9.62,13.7,164.81,2.387,1.021,51.4
2026-06-02 07:00:00,BM-12,BL-1,205.6,213.7,3.63,102.0,33.42,9.31,14.1,165.19,2.426,1.025,50.5
2026-06-02 08:00:00,BM-04,BL-1,203.8,211.9,3.14,108.2,12.82,9.14,13.5,47.79,0.688,1.017,32.3
2026-06-02 08:00:00,BM-07,BL-2,204.3,211.2,2.89,107.1,12.76,9.49,13.5,48.11,0.844,1.022,37.7
2026-06-02 08:00:00,BM-09,BL-2,204.3,213.5,4.57,98.7,22.06,9.67,14.5,165.02,2.096,0.996,50.6
2026-06-02 08:00:00,BM-12,BL-1,204.7,213.1,3.3,96.7,33.24,9.88,14.9,164.74,3.391,1.013,48.2
2026-06-02 09:00:00,BM-04,BL-1,205.8,213.1,2.81,106.9,13.15,9.29,13.6,48.05,0.604,1.008,44.1
2026-06-02 09:00:00,BM-07,BL-2,206.1,210.0,3.41,103.4,12.78,9.21,14.6,48.07,0.707,1.04,43.4
2026-06-02 09:00:00,BM-09,BL-2,205.5,211.9,2.57,104.9,21.38,9.46,16.1,164.8,3.16,1.024,49.7
2026-06-02 09:00:00,BM-12,BL-1,204.4,214.8,2.1,102.8,31.59,9.94,14.2,165.03,3.462,1.018,43.0
2026-06-02 10:00:00,BM-04,BL-1,204.0,210.9,3.42,100.0,12.51,9.66,13.2,48.13,0.872,1.029,46.6
2026-06-02 10:00:00,BM-07,BL-2,205.5,209.7,2.59,104.2,13.01,9.28,13.4,47.99,0.793,1.041,44.9
2026-06-02 10:00:00,BM-09,BL-2,205.6,212.7,1.94,111.1,21.2,9.49,14.2,164.74,3.071,1.022,50.4
2026-06-02 10:00:00,BM-12,BL-1,204.4,210.5,4.47,107.8,32.07,9.25,14.2,165.33,2.882,1.032,38.2
2026-06-02 11:00:00,BM-04,BL-1,201.9,212.6,2.71,103.2,13.21,9.5,14.5,47.81,0.798,1.062,54.7
2026-06-02 11:00:00,BM-07,BL-2,204.5,212.1,3.38,107.6,13.21,9.64,15.0,48.05,0.701,1.018,45.7
2026-06-02 11:00:00,BM-09,BL-2,207.4,213.1,5.16,109.9,21.99,9.3,14.5,164.61,2.134,1.028,55.0
2026-06-02 11:00:00,BM-12,BL-1,206.1,210.1,4.04,103.8,32.88,9.69,14.0,165.41,2.772,1.024,42.9
2026-06-02 12:00:00,BM-04,BL-1,203.4,210.5,3.33,108.4,12.7,9.42,13.7,48.0,0.751,1.03,50.9
2026-06-02 12:00:00,BM-07,BL-2,202.2,210.4,3.79,104.9,12.76,9.84,13.7,47.83,0.881,1.05,53.2
2026-06-02 12:00:00,BM-09,BL-2,204.0,211.0,2.72,100.8,21.26,9.62,15.1,165.11,3.048,1.016,50.4
2026-06-02 12:00:00,BM-12,BL-1,204.4,213.5,3.06,106.4,31.07,9.36,13.8,164.88,2.001,1.048,58.2
2026-06-02 13:00:00,BM-04,BL-1,203.9,210.6,3.12,107.8,12.63,9.52,14.3,48.04,0.656,0.989,46.4
2026-06-02 13:00:00,BM-07,BL-2,204.0,215.4,3.09,104.0,12.7,9.5,14.2,47.96,0.878,1.006,60.6
2026-06-02 13:00:00,BM-09,BL-2,205.5,207.2,3.4,103.8,21.81,9.68,13.7,165.01,2.497,1.025,42.3
2026-06-02 13:00:00,BM-12,BL-1,209.5,210.6,3.26,107.1,32.44,9.64,14.3,164.51,2.533,1.001,37.4
2026-06-02 14:00:00,BM-04,BL-1,207.8,209.6,4.12,102.6,12.9,9.51,13.9,48.1,0.803,1.003,35.8
2026-06-02 14:00:00,BM-07,BL-2,206.7,211.8,2.91,105.2,12.28,9.66,13.9,47.95,0.772,1.002,41.1
2026-06-02 14:00:00,BM-09,BL-2,205.1,209.1,2.58,109.9,21.62,9.61,14.2,164.75,2.893,1.013,45.8
2026-06-02 14:00:00,BM-12,BL-1,204.1,207.6,3.78,99.3,33.21,9.32,13.3,165.15,2.386,1.017,58.6
2026-06-02 15:00:00,BM-04,BL-1,206.3,207.6,2.29,104.9,13.36,9.64,13.6,47.99,0.652,0.994,52.3
2026-06-02 15:00:00,BM-07,BL-2,204.4,211.4,3.57,100.8,13.19,9.22,13.3,47.84,0.95,1.024,49.5
2026-06-02 15:00:00,BM-09,BL-2,205.1,211.1,2.59,108.6,21.52,9.48,14.8,164.58,2.451,1.011,44.8
2026-06-02 15:00:00,BM-12,BL-1,205.4,211.9,2.18,103.5,32.24,9.24,14.7,165.47,2.408,1.035,49.9
2026-06-02 16:00:00,BM-04,BL-1,205.6,214.7,3.89,106.2,12.6,9.55,13.2,48.07,0.515,1.006,46.9
2026-06-02 16:00:00,BM-07,BL-2,202.8,211.9,2.21,102.7,13.08,9.75,13.2,48.05,0.774,1.058,42.2
2026-06-02 16:00:00,BM-09,BL-2,205.5,207.7,3.18,104.1,22.0,9.92,14.0,164.66,2.525,0.998,43.4
2026-06-02 16:00:00,BM-12,BL-1,204.6,209.3,3.44,102.3,32.55,9.56,14.2,165.19,3.697,1.008,47.7
2026-06-02 17:00:00,BM-04,BL-1,206.6,210.8,3.79,101.5,13.48,9.59,13.5,48.05,0.718,1.014,58.7
2026-06-02 17:00:00,BM-07,BL-2,206.3,210.6,3.51,104.6,12.96,9.49,14.3,48.02,0.646,1.035,49.4
2026-06-02 17:00:00,BM-09,BL-2,205.1,210.7,4.22,101.3,22.59,9.28,13.4,164.65,2.687,1.014,49.9
2026-06-02 17:00:00,BM-12,BL-1,202.9,211.0,1.91,100.1,33.44,9.74,13.6,165.08,2.227,0.99,57.6
2026-06-02 18:00:00,BM-04,BL-1,206.1,210.0,2.65,101.8,13.18,9.53,14.6,48.06,0.682,1.017,52.9
2026-06-02 18:00:00,BM-07,BL-2,204.8,211.4,2.16,107.1,12.88,9.14,13.9,47.9,0.766,1.017,49.1
2026-06-02 18:00:00,BM-09,BL-2,203.9,214.9,3.75,105.1,21.81,9.23,14.2,165.1,3.363,0.99,41.4
2026-06-02 18:00:00,BM-12,BL-1,206.0,214.1,3.36,95.9,32.74,9.87,14.1,164.39,1.996,1.031,43.1
2026-06-02 19:00:00,BM-04,BL-1,206.5,210.6,2.79,105.4,12.95,9.74,13.2,48.03,0.976,1.052,51.9
2026-06-02 19:00:00,BM-07,BL-2,203.9,212.6,3.06,105.9,12.9,9.63,13.9,48.05,0.737,0.959,57.9
2026-06-02 19:00:00,BM-09,BL-2,205.5,212.9,3.83,106.3,21.61,9.39,14.5,165.12,2.03,0.971,48.9
2026-06-02 19:00:00,BM-12,BL-1,206.9,211.4,3.48,106.5,32.43,9.96,14.1,165.17,3.218,0.986,46.2
2026-06-02 20:00:00,BM-04,BL-1,206.1,213.7,2.98,104.1,13.05,9.48,14.3,48.03,0.89,1.058,47.3
2026-06-02 20:00:00,BM-07,BL-2,205.3,209.9,3.98,102.7,13.37,9.3,13.7,47.89,0.658,1.022,58.0
2026-06-02 20:00:00,BM-09,BL-2,200.8,210.0,4.84,106.5,21.85,10.05,14.2,165.19,1.928,1.019,44.8
2026-06-02 20:00:00,BM-12,BL-1,206.2,210.6,2.58,104.9,31.96,9.14,12.1,164.42,1.7,1.002,41.7
2026-06-02 21:00:00,BM-04,BL-1,204.3,210.8,4.11,101.5,12.85,9.48,13.5,47.94,0.847,1.02,49.0
2026-06-02 21:00:00,BM-07,BL-2,204.6,210.1,3.8,101.4,12.84,9.52,13.6,48.04,0.655,1.023,42.3
2026-06-02 21:00:00,BM-09,BL-2,202.6,211.3,3.54,106.4,22.39,10.06,13.5,164.77,3.723,1.038,32.6
2026-06-02 21:00:00,BM-12,BL-1,204.3,213.1,3.29,101.2,33.25,9.17,15.0,165.09,3.129,1.028,48.6
2026-06-02 22:00:00,BM-04,BL-1,204.1,210.8,2.81,102.2,12.81,9.83,14.2,47.93,0.535,0.99,49.6
2026-06-02 22:00:00,BM-07,BL-2,203.9,211.8,3.42,106.4,12.86,9.35,12.9,48.07,0.706,1.042,49.6
2026-06-02 22:00:00,BM-09,BL-2,206.1,213.2,3.45,102.3,22.0,9.83,13.5,164.88,2.076,1.031,44.5
2026-06-02 22:00:00,BM-12,BL-1,207.5,213.7,2.99,103.8,32.13,9.39,14.1,165.09,2.552,0.965,54.8
2026-06-02 23:00:00,BM-04,BL-1,204.5,209.9,3.39,97.3,13.43,9.38,14.0,47.97,0.698,1.014,43.3
2026-06-02 23:00:00,BM-07,BL-2,206.3,213.6,3.17,103.4,12.84,9.58,14.5,47.97,0.704,1.018,40.6
2026-06-02 23:00:00,BM-09,BL-2,203.4,208.5,3.72,102.2,22.6,9.55,14.5,165.08,2.725,0.991,42.1
2026-06-02 23:00:00,BM-12,BL-1,204.2,212.4,4.91,101.0,32.97,9.82,13.1,165.1,3.27,1.044,57.6
2026-06-03 00:00:00,BM-04,BL-1,205.3,206.7,3.0,100.1,12.64,9.48,14.0,48.06,0.686,1.034,45.9
2026-06-03 00:00:00,BM-07,BL-2,206.8,210.3,3.39,109.9,12.86,9.67,13.0,48.01,0.496,0.994,29.3
2026-06-03 00:00:00,BM-09,BL-2,206.1,211.8,3.88,102.7,21.62,9.51,14.3,164.71,2.648,1.037,47.9
2026-06-03 00:00:00,BM-12,BL-1,206.5,211.1,2.4,104.2,32.68,9.38,14.0,165.65,2.176,1.009,47.8
2026-06-03 01:00:00,BM-04,BL-1,205.3,207.3,4.33,102.0,12.74,9.94,13.6,47.99,0.804,0.992,52.5
2026-06-03 01:00:00,BM-07,BL-2,204.0,211.1,3.05,100.7,12.36,9.26,13.0,48.12,0.448,0.994,43.6
2026-06-03 01:00:00,BM-09,BL-2,202.0,210.0,3.92,100.6,21.15,9.49,14.5,165.13,2.568,1.0,53.4
2026-06-03 01:00:00,BM-12,BL-1,205.9,210.5,3.21,103.3,31.57,9.86,13.1,164.89,2.375,1.061,44.1
2026-06-03 02:00:00,BM-04,BL-1,204.2,211.6,2.24,104.3,12.63,9.23,13.8,48.06,0.816,1.03,60.9
2026-06-03 02:00:00,BM-07,BL-2,205.1,209.6,3.31,106.8,12.74,9.67,14.3,47.87,0.547,0.999,41.4
2026-06-03 02:00:00,BM-09,BL-2,204.2,212.5,2.82,108.8,21.92,9.45,14.7,164.91,2.693,1.013,51.4
2026-06-03 02:00:00,BM-12,BL-1,202.8,209.8,2.7,104.9,33.55,9.37,12.8,164.72,2.43,1.032,48.4
2026-06-03 03:00:00,BM-04,BL-1,205.0,212.4,4.46,103.7,12.73,9.27,14.3,48.12,0.833,1.001,50.1
